comment_id,comment,likeCount,video_id
Ugw_hY6csx5pCP7wkQh4AaABAg,"티빙 예능 ≪더 타임 호텔≫, 1화~2화의 내용입니다.
----------
▶더 타임 호텔 이 다음 내용 바로 보러 가기
https://www.tving.com/contents/P001696917
----------
지무비가 5년 간 축척한 모든 유튜브 비법 노하우
▶도서 ≪지무비의 유튜브 엑시트 ≫ 구매 링크
☞ http://bit.ly/3XMOXfe
----------
현재 티빙에서 4화까지 공개되었으며 매주 수요일 새로운 에피소드가 공개됩니다.",69,t4-0ICytQZY
UgwRjhG7F3TVEhQSUpl4AaABAg,홍진호 갈수록 진화하는 거 같은데 전략적으로 진짜 점점 완전체 되는 거 같은데! 진짜 매력 오진다 ㅜㅜㅜ,224,t4-0ICytQZY
UgyRdh3s-Rr_1UmHlQh4AaABAg,더지니어스때와는 달리 어느덧 기득권이 되어버린 홍진호..! 롤이 달라져서 신선하기도하고 아쉽기도한데 재밋는건 확실,217,t4-0ICytQZY
Ugw7bo539UlH8Owsx8p4AaABAg,"더지니어스랑 비슷한 포멧을 가지면서도 시간이라는 흥미로운 소재를 접목시켜서 기획은 진짜 잘한거 같더라고요.
피지컬100꼴만 안나고 좋은 모습들 보여줬으면 좋겠네요",87,t4-0ICytQZY
UgwJShtKUb34sxnBVjx4AaABAg,지무비님은 실제로 보는거보다 더 재밌게 설명해주셔서 너무 좋아요☺️,89,t4-0ICytQZY
Ugx_V-laviTX4tPAazh4AaABAg,"기대안했는데 더타임호텔 갈수록 존잼, 홍진호 황제성 케미 머선일❤",136,t4-0ICytQZY
UgzOEUBFDFnz0o8I-cF4AaABAg,"김남희 진짜 소름 돋는다
홍진호도 대단하지만 소름 돋은건 처음임",76,t4-0ICytQZY
Ugwun0KIzdV9NsZvJLt4AaABAg,게임들이 더 지니어스 상위호환에 홍진호 나오는건 진짜 못참지ㅋㅋㅋㅋ,332,t4-0ICytQZY
Ugx5B7LNzwM340R17WJ4AaABAg,홍진호 돌아온거 너무 좋다 ㅠㅠ,43,t4-0ICytQZY
UgzcIXuMLj6vadjkhHx4AaABAg,"아이러니하게 여기서는 홍진호가 지니어스 1의 김구라, 이상민 같은 역할이라는게 재밌는 부분이고 ㅋㅋ 근데 또 그걸 돌파하는 사람들의 방법이 그 때의 홍진호랑은 다르다는게 흥미롭네요.",35,t4-0ICytQZY
UgxB_hMtG4MQBgJdalV4AaABAg,"▶디즈니+ 바로 가기
☞ https://www.disneyplus.com/ko-kr
▶반대로 차무식 시점 호구 몰아보기 (미공개영상)
☞ https://youtu.be/vPuubYrHAzk
------------------
▶목차
00:00 호구 시점 몰아보기
15:25 디즈니+ 지무비 58000% 추천작 ≪프리즌브레이크≫
≪디즈니+ 4월 신작 추천≫
15:48 ≪낭만닥터 시즌3≫ : 4월 28일
16:19 ≪패밀리≫ : 4월 17일
16:45 ≪코끼리의 비밀≫ : 4월 22일
17:07 ≪레너베이션≫ : 스트리밍 중
17:42 ≪심슨가족 S 34≫  : 스트리밍 중
18:20 ≪작고 아름다운 것≫ : 스트리밍중
18:59 ≪슈가 로드 투 디데이≫ : 4월 21일
19:35 ≪풀 카운트≫ : 4월 26일
20:00 클로징
------------------
*<카지노> 호구 시점으로 몰아보기 + 디즈니 4월 G리는 신작 소개 영상이었습니다.",86,XMkhcli38Jo
UgxvO80VlYwX7upH1Nt4AaABAg,"근데 진짜 눈 앞에서 최민식이 각잡고 저렇게 말하고 있으면 누구라도 속을 거 같음ㅋㅋㅋ
인간적으로 연기를 너무 잘하잖아 진짜ㅋㅋㅋ",739,XMkhcli38Jo
Ugw6lqxqXYws5scLte14AaABAg,"호구연기의 끝판왕!
진짜 현실감 나는 연기에 박수를 보냅니다.",25,XMkhcli38Jo
UgynXJ40jKxeDngN3Q94AaABAg,"최민식이라는 큰 배우를 연작의 드라마로 감상한다는데 의미를 잔뜩 주고 보면 되는 작품.
아바타 같은 작품을 스토리 같은거 신경 쓸 것 없이 그저 지금 그래픽이 어디 수준까지 와있는지 감상하는 시간인 것 처럼. 비록 많은 시청자들이 소중한 시간을 시청하면서 여러 욕심이나 기대도 있었겠지만. 좋아하는 배우의 작품이라면 사람으로서의, 또 직업인으로서의 배우가 선택한 작품에 대한 의미이기도 하고. 
배고파서 먹는 라면과 푸드쇼에 나온 조명 받고 스타일링 된 라면은 다르게 즐기면 어떨까 하는 생각이 듭니다.
그런 의미에서 카지노에 박수를.",1,XMkhcli38Jo
Ugw06FJH1jR7WKfjivF4AaABAg,호구형 연기심하게  리얼하심  표정 디테일 진짜 완벽,27,XMkhcli38Jo
UgzwjKUNyfKUTFjpARJ4AaABAg,저 호구형만 보고싶어서 쩜프하면서 봐야하나 했는데 이렇게 모아서 만들어주셔서 너무 감사합니다❤,7,XMkhcli38Jo
UgwBdpzl9BCsMW-_BoN4AaABAg,호구 시점으로 해석해주시다니...완벽하다,142,XMkhcli38Jo
UgxCYXzXOs8UcSNCor94AaABAg,"호구 너무 좋다
호구 시점 돌아보기 감사한다
12:08특히 이 부분은 앞으로 
수 많은 컨텐츠에 활용 될 거다",129,XMkhcli38Jo
UgzwrVtQuoH8XwGREb54AaABAg,카지노 재밌었지만 시리즈가 갖는 고질적인 문제 회를 거듭할 수록 산으로 가는 문제는 있었음. 시즌 1 중반까지 진짜 탄탄하고 긴장감 있고 잼썼는데 후부턴 뭔가 엉성하고 억지로 끼워 맞추는 느낌.,115,XMkhcli38Jo
Ugw40SQeR2N3il8eAWl4AaABAg,"PC 덕지 덕지, 자막은 감수 한다고 해도 한국 출시한지 2년이 다되가는데 아직까지 배속도 없는...이정도면 G무비에 절해야됨 디쁠은",48,XMkhcli38Jo
UgwWAGXpPqOMSU9vrwp4AaABAg,이선균은 모든 역할 잘 소화한다+이하늬도,1005,O2SHwq83Foc
UgxteyYmpshu90sASNB4AaABAg,ㅋㅋㅋㅋㅋㅋㅋ 나의 아저씨에서 보던 그 모습을 생각하니 진짜 다른 사람같이 확 달라져 더 웃기곀ㅋㅋ 이선균 배우님 진짜 연기 잘 하시는 듯 😂😂,94,O2SHwq83Foc
UgxyNV6NzWjBtfRirG94AaABAg,"영화 컨셉이 제 정신이 아닌데 
그걸 리뷰하는 G무비랑 너무 잘 어울림😂",437,O2SHwq83Foc
UgwHdpLmyUmrHXolE4p4AaABAg,이선균은 연기 진짜잘한다 ㅋㅋㅋㅋㅋㅋ,307,O2SHwq83Foc
UgwqNKf3j85Kx0BWZ7Z4AaABAg,한국에 이런장르가 있었으면 좋겠다고 생각했는데 새롭게 이렇게 도전하는거 보면은 꼭 봐야해 ㅋㅋ,701,O2SHwq83Foc
UgxcpUVsewNQr7eJcYV4AaABAg,아니 이건 무슨 장르죠 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 이선균 연기 너무 잘해서 신기하네,196,O2SHwq83Foc
UgyyxCvzuVh0qPVALtJ4AaABAg,진심 두번 다시 경험하지 못할 최고의 영화였다👌🏻 현생 근심걱정 내려놓고 볼 수 있는 영화🖖🏻,4,O2SHwq83Foc
UgxxUJ1ErpaA6xjTV-p4AaABAg,이선균은 진짜 연기 잘해ㅋ,231,O2SHwq83Foc
UgzGUlvee2n0KuY9NFZ4AaABAg,"진짜 이건 이하늬는 당연히 여주라 찰떡이라 생각은 했지만ㅋㅋㅋㅋ
이선균 매력 개터지네ㅋㅋㅋㅋ",154,O2SHwq83Foc
UgyjNoHkvw7UyL4lgpt4AaABAg,개인적으로 ㅈㄴ재밌었음 ㅋㅋㅋㅋㅋ 이선균 ㄹㅇ 너무웃겼더 연기 개잘햌ㅋㅋㅋ,4,O2SHwq83Foc
Ugzeb25Q4F6ZOKT6hkB4AaABAg,"▶≪미끼≫ Part1 소개 영상 바로 보러 가기
☞ https://youtu.be/pA5GcWqB-wY
---------------------------------------------
▶≪미끼≫ 풀 버젼 바로 보러 가기
☞ https://coupangplay.app.link/fdFsdjFyIyb",11,lgRckZZmvVM
Ugy4U40_ag-Sk-BiCQp4AaABAg,허성태 배우님 진짜 표정도 제스쳐도 너무 완벽한 배우신대 왜 제 머리 속에는 허카인이 지워지지가 않죠,157,lgRckZZmvVM
UgykaFAcqEM7flf-gN14AaABAg,미끼 진짜 재밌는데 지무비님이 리뷰하시니까 배로 더 재밌는듯 ㅠㅠ,33,lgRckZZmvVM
Ugw51I40XCvHVYKskWV4AaABAg,"영화도 영화지만... 조튜브에서 봤던것처럼 멘트가 정말 많네요... 좋은 영상을 위해 정말 고생이 많으신듯 ㅎㅎ
정말 재밌게 보고있습니다~",0,lgRckZZmvVM
UgxWXcOVVbPn223CFKd4AaABAg,쿠팡 회원이라 언제든 쿠팡플레이 볼 수 있는데 이렇게 딱 정리해주는 영상을 봐야지 흥미가 생기고 보게 되네요(아니면 뭐 있는지도 모름 ㅋㅋ) 간만에 볼 게 생겨서 기대 중입니다 들어가보니 저녁 8시 공개네요,15,lgRckZZmvVM
Ugzs1Da9WEjw8f9UDwF4AaABAg,허성태배우님 잘 되서 너무 좋다 여기저기 잘 나와서,8,lgRckZZmvVM
